agency_name,agency_type,sworn_active_persnl,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,addr1,addr2,po_box,city,state,county,zip,hq_ph,hq_fax,org_type,website,fips,Full_Address,Latitude,Longitude
San Benito I.S.D. Police Dept.,Special jurisdiction,-9, , , , , ,240 North Crockett St., , ,San Benito,TX,Cameron,78586, , , , ,48061,"240 North Crockett St., San Benito, TX 78586",26.1310728,-97.6284098
Karnes County Constable Pct. 3,Constable/marshal,-9, , , , , ,318 N. Johnson, , ,Karnes City,TX,Karnes,78118, , , , ,48255,"318 N. Johnson, Karnes City, TX 78118",28.887512,-97.895321
Scotland County Sheriff's Office,Sheriff's office,-9, , , , , ,117 S Market St Ste 3, , ,Laurinburg,NC,Scotland,28353, , , , ,37165,"117 S Market St Ste 3, Laurinburg, NC 28353",34.77,-79.4599999
Blanco County Constable Pct. 1,Constable/marshal,-9, , , , , ,P.O. Box 471, , ,Johnson City,TX,Blanco,78636, , , , ,48031,"P.O. Box 471, Johnson City, TX 78636",30.2767408,-98.41198109999999
Valley International Airport Police Dept.,Special jurisdiction,-9, , , , , ,3002 Airline Drive,Airport Terminal Bldg, ,Harlingen,TX,Cameron,78550, , , , ,48061,"3002 Airline Drive, Harlingen, TX 78550",26.1906306,-97.69610259999999
Polk County Constable Pct. 3,Constable/marshal,-9, , , , , ,Rt 1 Box 12, , ,Moscow,TX,Polk,75960, , , , ,48373,"Rt 1 Box 12, Moscow, TX 75960",30.9132479,-94.82520889999999
Shelby County Constable Pct. 2,Constable/marshal,-9, , , , , ,560 Cr 2552, , ,Shelbyville,TX,Shelby,75973, , , , ,48419,"560 Cr 2552, Shelbyville, TX 75973",31.67979159999999,-94.0053865
Columbia Housing Authority Police,Special jurisdiction,-9, , , , , ,1917 Harden Street, , ,Columbia,SC,Richland,29204, , , , ,45079,"1917 Harden Street, Columbia, SC 29204",34.0159181,-81.02435249999999
Pecos County Constable Pct. 4,Constable/marshal,-9, , , , , ,Box 352, , ,Imperial,TX,Pecos,79743, , , , ,48371,"Box 352, Imperial, TX 79743",31.2729209,-102.6926497
Fayette County Constable Pct. 4,Constable/marshal,-9, , , , , ,3331 Krischke Rd, , ,Schulenburg,TX,Fayette,78956, , , , ,48149,"3331 Krischke Rd, Schulenburg, TX 78956",29.7213237,-96.9498007
Rio Salado Community College,Special jurisdiction,-9, , , , , ,2323 West 14Th Street, , ,Tempe,AZ,Maricopa,85281, , , , ,4013,"2323 West 14Th Street, Tempe, AZ 85281",33.4132639,-111.9741867
Tennessee Department of Safety,Primary state law enforcement agency,-9, , , , , ,Menzler-Nix Building,1144 Foster Avenue, ,Nashville,TN,Davidson,37243, , , , ,47037,"Menzler-Nix Building, Nashville, TN 37243",36.1375918,-86.7384812
Williamson County Constable Pct. 3,Constable/marshal,-9, , , , , ,301 South East Inner Loop,Suite 102, ,Georgetown,TX,Williamson,78626, , , , ,48491,"301 South East Inner Loop, Georgetown, TX 78626",30.6080426,-97.6793141
White Mountain Apache Tribal Wildlife Enforcement,Special jurisdiction,-9, , , , , ,P. O. Box 220, , ,Whiteriver,AZ,Navajo,85941, , , , ,4017,"P. O. Box 220, Whiteriver, AZ 85941",33.8369944,-109.9642664
Southwest I.S.D. Police Dept.,Special jurisdiction,-9, , , , , ,11914 Dragon Ln., , ,San Antonio,TX,Bexar,78252, , , , ,48029,"11914 Dragon Ln., San Antonio, TX 78252",29.3080972,-98.6661237
Eastland County Constable Pct. 2,Constable/marshal,-9, , , , , ,3825 Fm 2461, , ,Eastland,TX,Eastland,76448, , , , ,48133,"3825 Fm 2461, Eastland, TX 76448",32.3888504,-98.6964737
Trinity County Constable Pct. 3,Constable/marshal,-9, , , , , ,P O Box 644, , ,Trinity,TX,Trinity,75862, , , , ,48455,"P O Box 644, Trinity, TX 75862",30.9463502,-95.3733874
Lousiana Wildlife And Fisheries Dept - Enforcement Division,Special jurisdiction,-9, , , , , ,2000 Quail Drive, , ,Baton Rouge,LA,East Baton Rouge,70808, , , , ,22033,"2000 Quail Drive, Baton Rouge, LA 70808",30.3990916,-91.12895019999999
Montgomery County Constable Pct. 1,Constable/marshal,-9, , , , , ,300 S. Danville, , ,Willis,TX,Montgomery,77378, , , , ,48339,"300 S. Danville, Willis, TX 77378",30.4219629,-95.4785474
Martin Police Department,Local police department,-9, , , , , ,Po Box 687,201 State Street, ,Martin,TN,Weakley,38237, , , , ,47183,"Po Box 687, Martin, TN 38237",36.3433965,-88.8503379
Richland Hills City Marshal's Office,Constable/marshal,-9, , , , , ,3200 Diana Drive, , ,Richland Hills,TX,Tarrant,76118, , , , ,48439,"3200 Diana Drive, Richland Hills, TX 76118",32.8075537,-97.2370838
Athens I.S.D. Police Dept.,Special jurisdiction,-9, , , , , ,104 Hawn St., , ,Athens,TX,Henderson,75751, , , , ,48213,"104 Hawn St., Athens, TX 75751",32.2032963,-95.8593262
Aransas County I.S.D. Police Dept.,Special jurisdiction,-9, , , , , ,P. O. Box 907, , ,Rockport,TX,Aransas,78381, , , , ,48007,"P. O. Box 907, Rockport, TX 78381",28.02,-97.05
Newton County Constable Pct. 4,Constable/marshal,-9, , , , , ,132 Pvt 7056, , ,Buna,TX,Newton,77612, , , , ,48351,"132 Pvt 7056, Buna, TX 77612",30.4329842,-93.9624008
Tarrant County Constable Pct. 6,Constable/marshal,-9, , , , , ,6551 Granbury Road, , ,Fort Worth,TX,Tarrant,76133, , , , ,48439,"6551 Granbury Road, Fort Worth, TX 76133",32.6519169,-97.4074768
Maryland National Capital Park Police - Montgomery County,Special jurisdiction,-9, , , , , ,12751 Layhill Road, , ,Silver Spring,MD,Montgomery,20906, , , , ,24031,"12751 Layhill Road, Silver Spring, MD 20906",39.06478329999999,-77.04628199999999
North Carolina Crime Control And Public Safety - Butner,Special jurisdiction,-9, , , , , ,611 Central Ave., , ,Butner,NC,Granville,27509, , , , ,37077,"611 Central Ave., Butner, NC 27509",36.1398324,-78.7647277
Palo Pinto County Constable Pct. 5,Constable/marshal,-9, , , , , ,109 N. Oak, , ,Mineral Wells,TX,Palo Pinto,76067, , , , ,48363,"109 N. Oak, Mineral Wells, TX 76067",32.8096552,-98.1132102
Central I.S.D. Police Dept,Special jurisdiction,-9, , , , , ,7622 Us Hwy 69 N, , ,Pollok,TX,Angelina,75969, , , , ,48005,"7622 Us Hwy 69 N, Pollok, TX 75969",31.4297878,-94.8137022
Anderson County Public Safety - Environmental Enforcement,Special jurisdiction,-9, , , , , ,213 South Towers Street, , ,Anderson,SC,Anderson,29624, , , , ,45007,"213 South Towers Street, Anderson, SC 29624",34.5020561,-82.6528709
Guadalupe County Constable Pct. 1,Constable/marshal,-9, , , , , ,2405 East Us-90, , ,Seguin,TX,Guadalupe,78155, , , , ,48187,"2405 East Us-90, Seguin, TX 78155",29.5960452,-97.9279512
North Carolina A & T State University Police Dept,Special jurisdiction,-9, , , , , ,Ward Hall,406 Laurel Street, ,Greensboro,NC,Guilford,27411, , , , ,37081,"Ward Hall, Greensboro, NC 27411",36.0792212,-79.7731489
Washington County Constable Pct. 3,Constable/marshal,-9, , , , , ,3500 Zibilski Road, , ,Burton,TX,Washington,77835, , , , ,48477,"3500 Zibilski Road, Burton, TX 77835",30.212697,-96.4938449
Upshur County Sheriff's Office,Sheriff's office,-9, , , , , ,38 W Main St Rm 103, , ,Gilmer,TX,Upshur,75644, , , , ,48459,"38 W Main St Rm 103, Gilmer, TX 75644",32.7287472,-94.94243790000002
Presidio County Constable Pct. 1,Constable/marshal,-9, , , , , ,P O Box 1141, , ,Marfa,TX,Presidio,79843, , , , ,48377,"P O Box 1141, Marfa, TX 79843",30.3094622,-104.020623
Lander University Public Safety,Special jurisdiction,-9, , , , , ,Cpo 6028, , ,Greenwood,SC,Greenwood,29649, , , , ,45047,"Cpo 6028, Greenwood, SC 29649",34.2453437,-82.1387233
Union County Sheriff's Office,Sheriff's office,-9, , , , , ,250 American Rd, , ,Union,SC,Union,29379, , , , ,45087,"250 American Rd, Union, SC 29379",34.7154122,-81.623711
Dallam County Constable Pct. 1,Constable/marshal,-9, , , , , ,414 Denver Suite 101, , ,Dalhart,TX,Dallam,79022, , , , ,48111,"414 Denver Suite 101, Dalhart, TX 79022",36.0616056,-102.5225797
Stovall Police Department,Local police department,-9, , , , , ,Po Box 100, , ,Stovall,NC,Granville,27582, , , , ,37077,"Po Box 100, Stovall, NC 27582",36.4454407,-78.5675047
Starr County Sheriff's Office,Sheriff's office,-9, , , , , ,100 E 6Th St, , ,Rio Grande City,TX,Starr,78, , , , ,48427,"100 E 6Th St, Rio Grande City, TX 78",26.3833297,-98.8187889
Bowie County Constable Pct. 4,Constable/marshal,-9, , , , , ,3895 Us Hwy 67 W, , ,Simms,TX,Bowie,75574, , , , ,48037,"3895 Us Hwy 67 W, Simms, TX 75574",33.3503982,-94.5074242
Pharr Municipal Court,Constable/marshal,-9, , , , , ,1900 S. Cage Blvd., , ,Pharr,TX,Hidalgo,78577, , , , ,48215,"1900 S. Cage Blvd., Pharr, TX 78577",26.1718971,-98.1886134
Wichita County Constable Pct. 2,Constable/marshal,-9, , , , , ,P O Box 506, , ,Burkburnett,TX,Wichita,76354, , , , ,48485,"P O Box 506, Burkburnett, TX 76354",34.0978711,-98.5706134
Val Verde County Constable Pct. 3,Constable/marshal,-9, , , , , ,P. O. Box 828, , ,Del Rio,TX,Val Verde,78841, , , , ,48465,"P. O. Box 828, Del Rio, TX 78841",29.9,-101.15
Roma I.S.D. Police Dept.,Special jurisdiction,-9, , , , , ,P.O. Box 187, , ,Roma,TX,Starr,78584, , , , ,48427,"P.O. Box 187, Roma, TX 78584",26.4088523,-99.0156554
Reeves County Sheriff's Office,Sheriff's office,-9, , , , , ,Po Box 910,5th and Oak St, ,Pecos,TX,Reeves,79772, , , , ,48389,"Po Box 910, Pecos, TX 79772",31.4229124,-103.4932293
134th CES/CEF Tennessee Air National Guard,Career,35,124 Briscoe DR, ,Louisville,TN,37777-6212,124 Briscoe DR, , ,Louisville,TN,Blount,37777-6212,865-336-3316,865-985-3381,Federal government (Department of Defense fire department), , ,"124 Briscoe DR, Louisville, TN 37777-6212",35.8102869,-84.0041163
161st Air National Guard,Career,26,3200 E Old Tower RD, ,Phoenix,AZ,85034,3200 E Old Tower RD, , ,Phoenix,AZ,Maricopa,85034,602-302-9232, ,Federal government (Department of Defense fire department), , ,"3200 E Old Tower RD, Phoenix, AZ 85034",33.4252413,-112.0115599
Abbeville Fire Department,Career,38,210 W Vermilion ST, ,Abbeville,LA,70510-4612,210 W Vermilion ST, , ,Abbeville,LA,Vermilion,70510-4612,337-898-4258,337-898-4271,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"210 W Vermilion ST, Abbeville, LA 70510-4612",29.976819,-92.136297
Aberdeen Proving Ground Fire & Emergency Services,Career,60,2200 Aberdeen BLVD, ,Aberdeen Proving Ground,MD,21005,2200 Aberdeen BLVD, , ,Aberdeen Proving Ground,MD,Harford,21005-5001,410-306-0501,410-306-0535,Federal government (Department of Defense fire department), , ,"2200 Aberdeen BLVD, Aberdeen Proving Ground, MD 21005-5001",39.4837419,-76.132403
Abilene Fire Department,Career,198,250 Grape ST, ,Abilene,TX,79601-5607,250 Grape ST, , ,Abilene,TX,Taylor,79601-5607,325-676-6676,325-676-6673,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://abilenetx.gov/city-hall/departments/fire, ,"250 Grape ST, Abilene, TX 79601-5607",32.4515108,-99.74202729999999
Addison Fire Department,Career,56,4798 Airport PKWY, ,Addison,TX,75001-3364, , ,PO Box 9010,Addison,TX,Dallas,75001-9010,972-450-7201,972-450-7208,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://addisontexas.net/fire, ," , Addison, TX 75001-9010",32.9654778,-96.8297403
Alamo Heights Fire Department,Career,28,6116 Broadway ST, ,Alamo Heights,TX,78209-4545,6116 Broadway ST, , ,Alamo Heights,TX,Bexar,78209-4545,210-824-1281,210-828-3006,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.alamo-heights.tx.us, ,"6116 Broadway ST, Alamo Heights, TX 78209-4545",29.4843512,-98.4661079
Alice Fire Department,Career,35,601 E 3RD ST, ,Alice,TX,78332, , ,PO Box 3229,Alice,TX,Jim Wells,78333-3229,361-664-3111,361-664-9638,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ," , Alice, TX 78333-3229",27.7521778,-98.07330390000001
Allen Fire Department,Career,80,310 Century  PKWY, ,Allen,TX,75013,310 Century  PKWY, , ,Allen,TX,Collin,75013,972-727-0260,972-727-0265,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofallen.org/Index.aspx?NID=898, ,"310 Century  PKWY, Allen, TX 75013",33.0993061,-96.675089
Amarillo Fire Department,Career,279,310 S Van Buren ST, ,Amarillo,TX,79101-1352,310 S Van Buren ST, , ,Amarillo,TX,Potter,79101-1352,806-378-9360,806-378-9476,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://fire.amarillo.gov/, ,"310 S Van Buren ST, Amarillo, TX 79101-1352",35.210759,-101.840671
Anderson City Fire Department,Career,59,400 S McDuffie ST, ,Anderson,SC,29624-2362,400 S McDuffie ST, , ,Anderson,SC,Anderson,29624-2362,864-231-2256,864-231-7634,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.andersonfd.com/, ,"400 S McDuffie ST, Anderson, SC 29624-2362",34.5013172,-82.6484657
Annapolis Fire Department,Career,135,1790 Forest DR, ,Annapolis,MD,21401-4206,1790 Forest DR, , ,Annapolis,MD,Anne Arundel,21401-4206,410-263-7975,410-263-1846,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.annapolis.gov/190/Fire, ,"1790 Forest DR, Annapolis, MD 21401-4206",38.971643,-76.52197269999999
Arlington Fire Department,Career,301,620 W Division ST, ,Arlington,TX,76011, , ,PO Box 90231,Arlington,TX,Tarrant,76004-3231,817-459-5500,817-459-5507,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.arlingtontx.gov/, ," , Arlington, TX 76004-3231",32.7353818,-97.1101989
Arlington Fire Department,Career,17,11754 Douglas ST, ,Arlington,TN,38002-9333,11754 Douglas ST, , ,Arlington,TN,Shelby,38002-9333,901-867-8905,901-867-2641,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.townofarlington.org/departments/fire_department/index.php, ,"11754 Douglas ST, Arlington, TN 38002-9333",35.2855892,-89.6707797
Asheboro Fire and Rescue Department,Career,64,401 S Church ST, ,Asheboro,NC,27203,401 S Church ST, , ,Asheboro,NC,Randolph,27203-5615,336-625-4244,336-625-1908,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"401 S Church ST, Asheboro, NC 27203-5615",35.7016757,-79.8167611
Asheville Fire Department,Career,273,100 Court PLZ, ,Asheville,NC,28801, , ,PO Box 7148,Asheville,NC,Buncombe,28802-7148,828-259-5636,828-259-5429,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ashevillenc.gov/department/fire/, ," , Asheville, NC 28802-7148",35.59399,-82.55574969999999
Athens Fire / Rescue,Career,27,610 S Prairieville ST, ,Athens,TX,75751-3238,610 S Prairieville ST, , ,Athens,TX,Henderson,75751-3238,903-675-6636,903-677-6640,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"610 S Prairieville ST, Athens, TX 75751-3238",32.195241,-95.8555126
Austin Fire Department,Career,1156,4201 Ed Bluestein BLVD, ,Austin,TX,78721, , ,PO Box 1088,Austin,TX,Travis,78767-1088,512-974-4100,512-974-4101,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.austintexas.gov/department/fire, ," , Austin, TX 78767-1088",30.2694174,-97.739694
Avondale Fire Medical,Career,69,1825 N 107TH AVE, ,Avondale,AZ,85392-4837,1825 N 107TH AVE, , ,Avondale,AZ,Maricopa,85392-4837,623-333-6000,623-333-0600,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.avondale.org/, ,"1825 N 107TH AVE, Avondale, AZ 85392-4837",33.4673134,-112.2901942
Avra Valley Fire District,Career,35,15790 W Silverbell RD, ,Marana,AZ,85653-9577,15790 W Silverbell RD, , ,Marana,AZ,Pima,85653-9577,520-682-3255,520-682-5458,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://avfire.org/, ,"15790 W Silverbell RD, Marana, AZ 85653-9577",32.4444251,-111.3027609
Azle Fire Department,Career,24,900 Lakeview DR, ,Azle,TX,76020,900 Lakeview DR, , ,Azle,TX,Tarrant,76020-3720,817-444-7108,817-444-7088,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofazle.org/24/Fire-Department-EMS, ,"900 Lakeview DR, Azle, TX 76020-3720",32.8893363,-97.5293413
Balch Springs Fire Department,Career,31,12500 Elam RD, ,Balch Springs,TX,75180,12500 Elam RD, , ,Balch Springs,TX,Dallas,75180,972-557-6040,972-557-9321,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.bsfr.com, ,"12500 Elam RD, Balch Springs, TX 75180",32.71887299999999,-96.610948
Balcones Heights Fire Department,Career,16,111 Altgelt AVE, ,San Antonio,TX,78201,3300 Hillcrest DR, , ,San Antonio,TX,Bexar,78201-7044,210-735-9206,210-732-2869,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"3300 Hillcrest DR, San Antonio, TX 78201-7044",29.4909931,-98.5542738
Baltimore City Fire Department,Career,1625,401 East Fayette ST, ,Baltimore,MD,21202,401 East Fayette ST, , ,Baltimore,MD,Baltimore City,21202-3426,410-396-3083,443-984-5001,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.baltimorecity.gov/Government/AgenciesDepartments/Fire.aspx, ,"401 East Fayette ST, Baltimore, MD 21202-3426",39.2902949,-76.6099237
Bastrop Fire Department,Career,40,717 N Marable ST, ,Bastrop,LA,71220,717 N Marable ST, , ,Bastrop,LA,Morehouse,71220-2939,318-283-3353,318-283-7009,"Local (includes career, combination, and volunteer fire departments and fire districts)", , ,"717 N Marable ST, Bastrop, LA 71220-2939",32.783733,-91.92050840000002
Baton Rouge Fire Department,Career,555,8011 Merle Gustafson DR, ,Baton Rouge,LA,70807,8011 Merle Gustafson DR, , ,Baton Rouge,LA,East Baton Rouge,70807-5202,225-354-1400,225-354-1427,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.brla.gov/911/Fire-Department, ,"8011 Merle Gustafson DR, Baton Rouge, LA 70807-5202",30.5227048,-91.1506325
Bayou Cane Fire Protection District,Career,50,6166 W Main ST, ,Houma,LA,70360-1791,6166 W Main ST, , ,Houma,LA,Terrebonne,70360-1791,985-580-7230,985-580-7238,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.bcfire.org/, ,"6166 W Main ST, Houma, LA 70360-1791",29.6274507,-90.7548034
Baytown Fire Department,Career,162,201 E Wye DR, ,Baytown,TX,77521-4130,201 E Wye DR, , ,Baytown,TX,Harris,77521-4130,281-422-2311,281-420-5367,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.baytown.org/city-hall/departments/fire, ,"201 E Wye DR, Baytown, TX 77521-4130",29.7519563,-94.94917540000002
